ticket_id,title,description,category,priority,resolution,created_date,status,resolution_time_hours
TKT-000653,Suspicious login attempts detected,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,Low,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,2025-08-18 10:36:48,Resolved,35
TKT-000654,Privileged account audit request,New employee sarah.johnson requires access to Office 365. Role: [role]. Manager approval: [manager].,Access Management,Medium,Unlocked account for jane.smith after identity verification. Password reset completed successfully.,2026-01-01 10:36:48,Resolved,20
TKT-000655,VPN connection issues for remote users,Potential data breach detected. 1082 records may be compromised. Immediate investigation required.,Security,High,Renewed SSL certificate for company.com. Certificate installed and verified across all services.,2026-02-04 10:36:48,Resolved,44
TKT-000656,VLAN configuration error on SW-MGMT-01,Interface [interface] showing 86% bandwidth utilization. Network congestion detected.,Network,High,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2025-10-11 10:36:48,Resolved,20
TKT-000657,Hardware failure detected on MAIL-SRV-02,Memory consumption increasing steadily on PROD-WEB-01. 32GB RAM utilized. Application restart may be needed.,Infrastructure,Critical,Cleaned up temporary files and logs. Implemented automated cleanup scripts and storage monitoring.,2026-01-15 10:36:48,Closed,53
TKT-000658,Data breach investigation required,Multiple failed login attempts detected for user john.doe from IP [ip_address]. Potential brute force attack.,Security,Medium,Blocked IP address [ip_address] and implemented account lockout policy. User account secured.,2025-05-29 10:36:48,Closed,43
TKT-000659,Bandwidth utilization high on [interface],Port [port_number] on switch SW-ACCESS-02 non-functional. 30 devices disconnected.,Network,Low,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2025-12-24 10:36:48,Closed,63
TKT-000660,Permission escalation required for john.doe,User jane.smith requesting MFA setup for enhanced security. Device: [device_type].,Access Management,Critical,Revoked all access for terminated employee sarah.johnson. Access removal verified across all systems.,2025-05-13 10:36:48,Resolved,2
TKT-000661,Query performance degradation on CustomerDB,Migration of CustomerDB from version [old_version] to [new_version] failed during [stage] phase.,Database,Medium,Configured transaction log backup and implemented log management. Log space issues resolved.,2026-03-01 10:36:48,Resolved,52
TKT-000662,Database space running low - ProductionDB,Data integrity check found corruption in [table_name]. 1236 records potentially affected.,Database,High,Resolved migration issues and successfully upgraded InventoryDB to version [new_version].,2025-10-26 10:36:48,Closed,66
TKT-000663,Service account password reset,User sarah.johnson requesting MFA setup for enhanced security. Device: [device_type].,Access Management,High,Completed role-based access review for [department]. 38 access changes implemented.,2025-06-17 10:36:48,Resolved,9
TKT-000664,Single sign-on configuration issue,Privileged account audit requested for compliance. 22 admin accounts to review.,Access Management,High,Completed privileged account audit. 43 findings documented and remediation planned.,2025-05-01 10:36:48,Resolved,39
TKT-000665,Replication lag in UserDB cluster,Applications experiencing connection timeouts to InventoryDB. Connection pool showing [pool_size] active connections.,Database,Low,Optimized replication settings and network connectivity. Lag reduced to acceptable levels.,2026-03-16 10:36:48,Resolved,35
TKT-000666,Data corruption detected in InventoryDB,Migration of AnalyticsDB from version [old_version] to [new_version] failed during [stage] phase.,Database,High,Identified problematic queries and optimized transaction isolation levels. Deadlock frequency reduced.,2025-10-07 10:36:48,Resolved,45
TKT-000667,Server MAIL-SRV-02 not responding,Power outage in datacenter affecting rack R3. UPS systems engaged. Estimated 3 minutes downtime.,Infrastructure,Critical,Restarted File Service service and verified functionality. Implemented monitoring alerts for early detection.,2025-10-16 10:36:48,Closed,34
TKT-000668,SSL certificate expiring for company.com,Unauthorized access attempt detected on AWS Console. User account 23 showing suspicious activity.,Security,Critical,Removed malware and ran full system scan. Workstation cleaned and monitoring enhanced.,2025-05-22 10:36:48,Closed,50
TKT-000669,Malware detected on workstation WS-005,Critical security patches available for AWS Console. CVE-[cve_id] vulnerability needs immediate attention.,Security,Critical,Updated firewall rules to restrict [port] access to authorized sources only. Security posture improved.,2025-04-30 10:36:48,Closed,27
TKT-000670,Phishing email reported by user,Firewall rules for API Service need review. Current configuration allows [port] access from any source.,Security,High,Confirmed phishing attempt. Blocked sender and updated email filters. User security training scheduled.,2025-12-23 10:36:48,Closed,5
TKT-000671,Phishing email reported by user,Antivirus definition update failed on 50 workstations. Systems vulnerable to latest threats.,Security,High,Removed malware and ran full system scan. Workstation cleaned and monitoring enhanced.,2025-05-02 10:36:48,Closed,28
TKT-000672,Backup failed for MAIL-SRV-02,Server APP-SRV-03 ping timeouts detected. Network connectivity issues suspected. Multiple service dependencies affected.,Infrastructure,High,Scheduled maintenance window. Successfully migrated VM with zero data loss.,2025-06-05 10:36:48,Resolved,62
TKT-000673,Confluence UI rendering problems,UI components in Jira not rendering properly on [browser]. CSS/JavaScript conflicts suspected.,Application,High,Increased API timeout values and optimized service calls. API response times now within acceptable range.,2025-08-18 10:36:48,Closed,41
TKT-000674,Network connectivity issues in Building A,Network latency on segment [segment] increased to 800ms. Application performance affected.,Network,High,Identified faulty network cable and replaced. Connectivity restored to Building A with 0% packet loss.,2025-09-21 10:36:48,Closed,44
TKT-000675,Jira deployment failed,User john.doe unable to authenticate to CRM. Password reset attempts failing. Access required urgently.,Application,Medium,Investigated deployment pipeline. Fixed configuration issue and successfully deployed version [version].,2025-10-09 10:36:48,Closed,70
TKT-000676,Switch port failure on SW-CORE-01,VLAN [vlan_id] misconfigured on SW-CORE-01. Inter-VLAN communication broken.,Network,Critical,Updated routing tables on [router]. Traffic now following optimal paths to [destination].,2026-03-13 10:36:48,Closed,37
TKT-000677,ERP application error - [error_type],UI components in Salesforce not rendering properly on [browser]. CSS/JavaScript conflicts suspected.,Application,High,Restarted database connection pool. Fixed connection string configuration and verified connectivity.,2025-11-14 10:36:48,Closed,30
TKT-000678,Security patch deployment required,User sarah.johnson reported suspicious email with attachment. Potential phishing attempt. Investigation needed.,Security,Critical,Renewed SSL certificate for company.com. Certificate installed and verified across all services.,2026-01-10 10:36:48,Resolved,40
TKT-000679,Data breach investigation required,Remote users unable to establish VPN connections. Authentication server [server] experiencing issues.,Security,High,Updated firewall rules to restrict [port] access to authorized sources only. Security posture improved.,2025-12-11 10:36:48,Closed,67
TKT-000680,Memory leak detected on DB-SERVER-02,Hardware diagnostic reports failure on FILE-SRV-01. Component replacement required. Service impact expected.,Infrastructure,Critical,Restarted application services. Investigated memory leak root cause and applied patches.,2025-07-26 10:36:48,Closed,5
TKT-000681,Database connection timeout - InventoryDB,Deadlock frequency increased on UserDB. 15 deadlocks in past [timeframe].,Database,High,Fixed backup script configuration and verified storage connectivity. Backup completed successfully.,2026-01-07 10:36:48,Closed,69
TKT-000682,VPN connection issues for remote users,Multiple failed login attempts detected for user jane.smith from IP [ip_address]. Potential brute force attack.,Security,High,Renewed SSL certificate for api.company.com. Certificate installed and verified across all services.,2025-04-23 10:36:48,Resolved,21
TKT-000683,Phishing email reported by user,SSL certificate for mail.company.com expiring in 1 days. Service interruption possible without renewal.,Security,Medium,Applied critical security patch for CVE-[cve_id]. System vulnerability resolved and verified.,2025-07-06 10:36:48,Resolved,18
TKT-000684,Access revocation for terminated employee,User sarah.johnson requesting MFA setup for enhanced security. Device: [device_type].,Access Management,High,Fixed SSO configuration for SAP. Identity provider integration restored successfully.,2025-03-28 10:36:48,Resolved,6
